v3_id,v4_id,category,trait,tissue,p_adjusted,coef,num_of_times_identified,chromosome_name,start_position,end_position,description
AC148152.3_FG005,Zm00001d007718,Metabolite,X.5321515..stigmasterol..28.442,L3Tip,2.02E-06,9.01E-05,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,other,Spikelets.MainSpike,L3Base,0.001657133,0.403347315,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.6255..maltose..2..24.915,L3Tip,1.43E-13,0.000447407,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.6287..L.valine.2..9.151,L3Base,0.000503154,-0.001160988,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Flowering Time,AnthesistoSilkInterval,L3Base,0.018053779,0.114590987,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Flowering Time,GDDAnthesis.SilkingInterval,L3Base,0.006228589,1.586255159,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,GShoot,0.000532788,-3.83E-05,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.738..L.glutamine.2..14.083,L3Base,9.91E-08,-8.69E-05,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.892..myo.inositol..19.354..s100,L3Tip,0.002239524,0.002948321,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,L3Tip,0.036458955,-0.000602982,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.5280450..linoleic.acid..20.399,L3Base,0.016149973,5.36E-05,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.3037582..mucic.acid..18.907,L3Base,4.61E-06,-0.000567742,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Seed Traits,TotalSeedWeight,L3Tip,0.002766368,1.386354851,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.6508..quinic.acid..17.076..s100,L3Tip,3.31E-07,0.007208016,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Female Inflorescence,EarRankNumber,L3Base,0.000363919,-0.278845089,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.92824..D.malic.acid..12.794..s100,L3Tip,0.000233285,0.002265558,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.60961..adenosine..23.825,L3Base,0.000700648,-5.49E-05,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,other,StandCount,L3Base,0.000309522,-0.082537457,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,other,MiddleLeafAngle,L3Base,0.016374705,-0.696452401,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.444266..maleic.acid..10.323,L3Base,8.32E-10,6.92E-06,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.6057..tyrosine.2..17.871,L3Base,0.005829859,0.001342658,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Development,EarHeight,L3Tip,0.011510691,1.532755877,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.791..DL.isoleucine.2..10.225,GShoot,0.003906735,-0.000563735,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.444266..maleic.acid..10.323,L3Tip,0.002017723,3.02E-06,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.439183..3.phosphoglyceric.acid..16.504,L3Base,0.021319396,0.000356718,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Male Inflorescence,TasselPrimaryBranches,L3Base,0.000604234,0.666997764,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,other,TasselBranchLength,L3Base,0.022843075,-3.088158331,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,L3Tip,1.21E-05,0.000329895,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Seed Traits,TotalKernelVolume,L3Base,0.00549534,-1.020320829,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.5460407..threonic.acid..13.652,L3Tip,0.014361734,0.000367803,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.6912..xylitol..15.376,L3Tip,3.62E-06,0.00028675,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.1549111..caffeic.acid..19.755,L3Tip,0.010593393,-0.000483911,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.444212..trans.aconitic.acid..15.842..s100,L3Tip,0.004076973,0.001499152,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.92824..D.malic.acid..12.794..s100,L3Base,7.15E-05,0.002164809,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Flowering Time,GDDDaystoSilk,L3Tip,0.002833577,8.312824836,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG005,Zm00001d007718,Metabolite,X.311..citric.acid..16.615..s100,L3Tip,0.003992097,0.00127261,40,2,238143557,238145188,bx13;benzoxazinone synthesis13: encodes a 2-oxoglutarate-dependent dioxygenase that catalyzes the conversion of DIMBOA-Glc into a new benzoxazinoid intermediate (TRIMBOA-Glc) by an uncommon reaction involving a hydroxylation and a likely ortho-rearrangement of a methoxy group.
AC148152.3_FG008,Zm00001d007716,Metabolite,X.439742..beta.cyano.L.alanine..11.288,L3Tip,8.14E-06,0.001022111,7,2,238069977,238074569,Galactolipid galactosyltransferase SFR2 chloroplastic
AC148152.3_FG008,Zm00001d007716,other,Spikelets.PrimaryBranch,GShoot,0.03975114,-0.355052991,7,2,238069977,238074569,Galactolipid galactosyltransferase SFR2 chloroplastic
AC148152.3_FG008,Zm00001d007716,Metabolite,X.311..citric.acid..16.615..s100,LMAD,1.82E-06,-0.002058277,7,2,238069977,238074569,Galactolipid galactosyltransferase SFR2 chloroplastic
AC148152.3_FG008,Zm00001d007716,Metabolite,X.6508..quinic.acid..17.076..s100,LMAD,0.000784119,-0.00336899,7,2,238069977,238074569,Galactolipid galactosyltransferase SFR2 chloroplastic
AC148152.3_FG008,Zm00001d007716,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,5.06E-13,-0.000120121,7,2,238069977,238074569,Galactolipid galactosyltransferase SFR2 chloroplastic
AC148152.3_FG008,Zm00001d007716,Metabolite,X.60961..adenosine..23.825,L3Tip,0.012005134,3.06E-05,7,2,238069977,238074569,Galactolipid galactosyltransferase SFR2 chloroplastic
AC148152.3_FG008,Zm00001d007716,Metabolite,X.439194..glyceric.acid..10.735,L3Tip,1.55E-06,0.001257806,7,2,238069977,238074569,Galactolipid galactosyltransferase SFR2 chloroplastic
AC148167.6_FG001,Zm00001d018986,Metabolite,X.835..dehydroascorbic.acid..1..16.863,LMAN,0.004838397,0.00017096,6,7,12037670,12043615,Protein WVD2-like 3
AC148167.6_FG001,Zm00001d018986,other,NIROil,GShoot,0.007335551,-0.090099023,6,7,12037670,12043615,Protein WVD2-like 3
AC148167.6_FG001,Zm00001d018986,Metabolite,X.3037582..mucic.acid..18.907,GShoot,0.002717335,-0.000468641,6,7,12037670,12043615,Protein WVD2-like 3
AC148167.6_FG001,Zm00001d018986,Female Inflorescence,EarRowNumber,LMAN,0.018481222,0.149985451,6,7,12037670,12043615,Protein WVD2-like 3
AC148167.6_FG001,Zm00001d018986,Metabolite,X.5321342..beta.sitosterol..28.848,L3Base,7.04E-06,-0.000206555,6,7,12037670,12043615,Protein WVD2-like 3
AC148167.6_FG001,Zm00001d018986,other,RowQuality,GRoot,0.000999373,-0.015181822,6,7,12037670,12043615,Protein WVD2-like 3
AC149475.2_FG002,Zm00001d048402,other,RowQuality,L3Base,0.00025085,-0.017367458,1,9,155629914,155633305,HR-like lesion-inducing protein-related
AC149475.2_FG003,Zm00001d048403,Metabolite,X.204..allantoin.1..17.293,L3Tip,3.38E-06,-0.001710297,7,9,155635584,155640617,Proteasome subunit alpha type
AC149475.2_FG003,Zm00001d048403,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,L3Tip,0.007058836,0.002304566,7,9,155635584,155640617,Proteasome subunit alpha type
AC149475.2_FG003,Zm00001d048403,Metabolite,X.6057..tyrosine.2..17.871,L3Tip,0.002775466,-0.001503146,7,9,155635584,155640617,Proteasome subunit alpha type
AC149475.2_FG003,Zm00001d048403,Metabolite,X.642609..trans.caftaric.acid.2..25.529,LMAN,0.008813335,0.000337966,7,9,155635584,155640617,Proteasome subunit alpha type
AC149475.2_FG003,Zm00001d048403,Metabolite,X.5280450..linoleic.acid..20.399,LMAD,0.04966055,-5.45E-05,7,9,155635584,155640617,Proteasome subunit alpha type
AC149475.2_FG003,Zm00001d048403,other,Spikelets.PrimaryBranch,L3Base,0.004725443,-0.292906221,7,9,155635584,155640617,Proteasome subunit alpha type
AC149475.2_FG003,Zm00001d048403,Metabolite,X.5951..L.serine.2..11.174..s100,L3Tip,0.019614094,-0.011053339,7,9,155635584,155640617,Proteasome subunit alpha type
AC149810.2_FG008,Zm00001d048342,other,MainSpikeLength,LMAD,0.000411836,2.808695657,2,9,154782716,154785521,Probable serine/threonine-protein kinase Cx32 chloroplastic
AC149810.2_FG008,Zm00001d048342,other,NumberofTilleringPlants,LMAD,0.000800158,0.029794769,2,9,154782716,154785521,Probable serine/threonine-protein kinase Cx32 chloroplastic
AC149818.2_FG001,Zm00001d048393,Metabolite,X.8742..shikimic.acid..16.433..s100,LMAN,3.52E-06,-0.002313332,1,9,155557499,155563185,Ras-related protein RABC2a
AC149818.2_FG005,Zm00001d048396,Seed Traits,TotalKernelVolume,Kern,0.036429366,0.769868471,1,9,155583306,155585060,
AC149818.2_FG006,Zm00001d048397,Seed Traits,EarWeight,L3Tip,0.00539458,1.621968606,1,9,155585504,155588310,Ubiquitin-conjugating enzyme E2 4
AC193598.3_FG002,Zm00001d035125,Metabolite,X.9750..citrulline.2..16.691,GRoot,0.038057061,-0.000305293,1,6,6267547,6271653,Disease resistance RPP13-like protein 4
AC194970.5_FG005,Zm00001d006679,other,TilleringIndex,GRoot,0.023067634,0.006940454,2,2,214112550,214117471,UDP-galactose transporter 2
AC194970.5_FG005,Zm00001d006679,other,TilleringIndex,GShoot,0.048798403,0.005317497,2,2,214112550,214117471,UDP-galactose transporter 2
AC195340.3_FG001,Zm00001d013159,Metabolite,X.5460673..D.saccharic.acid..18.614,GRoot,0.001081272,0.000165218,1,5,5560312,5563194,tua3;alpha tubulin3: alpha tubulin family; mRNA expressed in all dividing cells examined; gene specific cDNA probe
AC198353.5_FG004,Zm00001d005972,Seed Traits,CobWeight,L3Tip,0.002847725,0.645326465,1,2,194430643,194444880,
AC198494.3_FG002,Zm00001d009949,Metabolite,X.5321515..stigmasterol..28.442,L3Tip,0.012150901,6.46E-05,1,8,91941258,91943246,Zinc finger CCCH domain-containing protein 14
AC203570.4_FG005,,Metabolite,X.5951..L.serine.2..11.174..s100,L3Base,0.028038401,0.005305502,1,,,,
AC204611.4_FG001,Zm00001d049178,other,Spikelets.PrimaryBranch,LMAD,0.016342495,0.352112456,1,4,19296978,19299347,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
AC206999.1_FG002,Zm00001d031037,Metabolite,X.5321342..beta.sitosterol..28.848,L3Tip,4.90E-05,0.000210589,1,1,174657813,174661816,
AC207265.3_FG002,Zm00001d045154,Metabolite,X.311..citric.acid..16.615..s100,GRoot,2.63E-08,0.001637795,1,9,14550796,14559105,Putative clathrin assembly protein
AC207722.2_FG009,Zm00001d021435,Flowering Time,DaysToTassel,LMAD,0.043736375,-1.186220805,1,7,152283433,152284280,Chlorophyll a-b binding protein 1%2C chloroplastic
AC208031.3_FG002,Zm00001d020820,Metabolite,X.3037582..mucic.acid..18.907,L3Base,4.30E-05,-0.00052165,1,7,133907684,133908130,
AC208337.2_FG003,Zm00001d018970,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,Kern,0.00340412,0.00090349,1,7,11068462,11072400,40S ribosomal protein S23-2
AC210003.2_FG015,Zm00001d002001,Metabolite,X.738..L.glutamine.2..14.083,L3Base,0.021472145,4.59E-05,2,2,4156560,4157278,
AC210003.2_FG015,Zm00001d002001,Metabolite,X.6262..L.ornithine.2..16.632,L3Base,4.79E-05,0.001072363,2,2,4156560,4157278,
AC210848.3_FG004,Zm00001d015469,Metabolite,X.6106..L.leucine.2..9.945,LMAN,0.005276582,-0.000710223,1,5,91973542,91980501,dsy2;desynaptic2: synapsis and recombination reduced; RAD51 complexes abnormal
AC215260.3_FG004,Zm00001d039841,other,Spikelets.MainSpike,L3Tip,0.019352486,0.303818843,1,3,16413698,16414265,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase 2
AC217965.2_FG012,Zm00001d008641,Metabolite,X.5460673..D.saccharic.acid..18.614,L3Tip,0.003992755,0.000134162,1,8,15544170,15545233,Tha8%3B Thylakoid assembly8
AC233883.1_FG006,Zm00001d052690,Metabolite,X.5951..L.serine.2..11.174..s100,LMAN,6.24E-10,0.02314756,9,4,197459890,197461683,UPF0481 protein
AC233883.1_FG006,Zm00001d052690,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,LMAN,4.61E-21,0.00412905,9,4,197459890,197461683,UPF0481 protein
AC233883.1_FG006,Zm00001d052690,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,0.003042734,0.000538424,9,4,197459890,197461683,UPF0481 protein
AC233883.1_FG006,Zm00001d052690,Metabolite,X.5951..L.serine.2..11.174..s100,L3Tip,0.021002421,0.010920455,9,4,197459890,197461683,UPF0481 protein
AC233883.1_FG006,Zm00001d052690,Metabolite,X.12647..L.homoserine.2..12.359,LMAN,1.35E-21,0.000750203,9,4,197459890,197461683,UPF0481 protein
AC233883.1_FG006,Zm00001d052690,Metabolite,X.239..Beta..alanine..1..12.044,LMAN,1.36E-21,0.002685815,9,4,197459890,197461683,UPF0481 protein
AC233883.1_FG006,Zm00001d052690,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,L3Tip,0.000117863,0.001128039,9,4,197459890,197461683,UPF0481 protein
AC233883.1_FG006,Zm00001d052690,Metabolite,X.6288..L.threonine.2..11.464,LMAN,3.38E-14,0.003187737,9,4,197459890,197461683,UPF0481 protein
AC233883.1_FG006,Zm00001d052690,Metabolite,X.33032..L.glutamic.acid.3..dehydrated...13.232..s100,LMAN,1.27E-07,0.000860661,9,4,197459890,197461683,UPF0481 protein
AC233885.1_FG002,Zm00001d013660,Metabolite,X.791..DL.isoleucine.2..10.225,GShoot,0.004690553,0.000534484,1,5,16642355,16642990,
GRMZM2G000052,Zm00001d002266,Metabolite,X.1060..pyruvic.acid..6.714,L3Tip,3.20E-07,0.001298116,1,2,9167395,9172599,Lysine-specific histone demethylase 1
GRMZM2G000231,Zm00001d044907,Flowering Time,AnthesistoSilkInterval,L3Base,5.54E-05,0.205700318,1,9,6897020,6904501,alpha/beta-Hydrolases superfamily protein
GRMZM2G000326,Zm00001d035684,Flowering Time,DaysToTassel,LMAD,0.000224134,-0.732971644,1,6,41090605,41090817,Subtilisin-chymotrypsin inhibitor CI-1B%3B Subtilisin-chymotrypsin inhibitor CI-1B isoform 1%3B Subtilisin-chymotrypsin inhibitor CI-1B isoform 2
GRMZM2G000665,Zm00001d006115,other,SecondaryBranchNumber,GRoot,0.001554035,0.106184091,1,2,198986664,198998001,Anthocyanin-related membrane protein 1 (Anm1)-like
